DA2021,total_occupied_private_dwellings_da,single_detached_houses_da,apartment_in_building_plus_5_da,semi_detached_house_da,row_house_da,apartment_in_duplex_da,apartment_in_building_less_5_da,households_more_than_30_da,median_shelter_costs_owned_da,median_shelter_costs_rented_da,single_detached_houses_pct_da,semi_detached_house_pct_da,row_house_pct_da,apartment_in_duplex_pct_da,apartment_in_building_less_5_pct_da,apartment_in_building_plus_5_pct_da,pop_density_da
35370309,310,45,220,5,0,10,30,115,690,920,0.14516129032258066,0.016129032258064516,0,0.03225806451612903,0.0967741935483871,0.7096774193548387,8477.508650519032
35370310,230,130,30,10,0,10,50,110,970,1140,0.5652173913043478,0.043478260869565216,0,0.043478260869565216,0.21739130434782608,0.13043478260869565,5890.269151138716
35370311,265,105,35,40,0,5,85,110,980,910,0.39622641509433965,0.1509433962264151,0,0.018867924528301886,0.32075471698113206,0.1320754716981132,6446.961894953655
35370312,265,85,75,0,0,30,75,110,665,940,0.32075471698113206,0,0,0.11320754716981132,0.2830188679245283,0.2830188679245283,7434.292866082604
35370313,240,65,50,0,0,15,110,135,NA,1100,0.2708333333333333,0,0,0.0625,0.4583333333333333,0.20833333333333334,2835.660580021482
35370314,115,60,0,0,0,15,35,NA,650,900,0.5217391304347826,0,0,0.13043478260869565,0.30434782608695654,0,444.3635039154981
35370315,230,90,60,10,0,25,45,95,830,920,0.391304347826087,0.043478260869565216,0,0.10869565217391304,0.1956521739130435,0.2608695652173913,3122.7651966626936
35370316,230,40,130,0,0,5,50,95,NA,1000,0.17391304347826086,0,0,0.021739130434782608,0.21739130434782608,0.5652173913043478,5943.181818181819
35370317,210,10,105,5,5,10,85,100,NA,1010,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.40476190476190477,0.5,4572.490706319703
35370318,240,10,130,0,0,5,100,80,NA,880,0.041666666666666664,0,0,0.020833333333333332,0.4166666666666667,0.5416666666666666,5248.756218905472
35370319,215,25,0,5,0,5,180,115,1050,850,0.11627906976744186,0.023255813953488372,0,0.023255813953488372,0.8372093023255814,0,285.1237157273998
35370320,225,30,95,5,0,5,95,60,NA,890,0.13333333333333333,0.022222222222222223,0,0.022222222222222223,0.4222222222222222,0.4222222222222222,7563.025210084034
35370321,255,25,120,10,0,5,95,85,608,850,0.09803921568627451,0.0392156862745098,0,0.0196078431372549,0.37254901960784315,0.47058823529411764,5773.0673316708235
35370322,205,155,0,10,5,10,30,65,940,1060,0.7560975609756098,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.14634146341463414,0,4599.824098504838
35370323,225,80,60,10,25,20,25,80,690,1000,0.35555555555555557,0.044444444444444446,0.1111111111111111,0.08888888888888889,0.1111111111111111,0.26666666666666666,5993.189557321226
35370324,115,40,0,5,65,0,0,0,504,725,0.34782608695652173,0.043478260869565216,0.5652173913043478,0,0,0,4576.457645764577
35370325,175,35,55,5,70,5,10,35,NA,880,0.2,0.02857142857142857,0.4,0.02857142857142857,0.05714285714285714,0.3142857142857143,9321.739130434782
35370326,285,80,115,15,5,20,65,75,532,584,0.2807017543859649,0.05263157894736842,0.017543859649122806,0.07017543859649122,0.22807017543859648,0.40350877192982454,6060.935799782373
35370327,100,70,0,10,5,15,10,NA,NA,970,0.7,0.1,0.05,0.15,0.1,0,1426.5668849391957
35370328,210,80,70,0,0,5,60,40,920,880,0.38095238095238093,0,0,0.023809523809523808,0.2857142857142857,0.3333333333333333,3050.4148053605613
35370329,185,110,0,0,10,10,55,45,920,1140,0.5945945945945946,0,0.05405405405405406,0.05405405405405406,0.2972972972972973,0,5516.826923076924
35370330,200,180,0,0,0,10,5,25,730,1250,0.9,0,0,0.05,0.025,0,3222.9580573951434
35370331,240,225,0,0,5,5,5,45,650,1000,0.9375,0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0,3276.515151515151
35370332,255,185,10,0,0,0,65,40,880,850,0.7254901960784313,0,0,0,0.2549019607843137,0.0392156862745098,2639.3685249136656
35370333,230,220,0,0,0,5,5,30,1090,NA,0.9565217391304348,0,0,0.021739130434782608,0.021739130434782608,0,3605.121293800539
35370334,180,175,0,0,0,0,0,30,1110,NA,0.9722222222222222,0,0,0,0,0,160.75388026607538
35370335,245,240,0,0,0,5,0,45,580,1540,0.9795918367346939,0,0,0.02040816326530612,0,0,2580.6451612903224
35370336,195,190,0,0,0,5,0,35,980,NA,0.9743589743589743,0,0,0.02564102564102564,0,0,2761.006289308176
35370337,105,105,0,0,0,0,0,NA,950,NA,1,0,0,0,0,0,1741.1402157164869
35370338,210,185,0,10,0,10,0,25,830,1210,0.8809523809523809,0.047619047619047616,0,0.047619047619047616,0,0,2034.1823056300268
35370339,380,110,0,0,10,5,245,125,1020,1210,0.2894736842105263,0,0.02631578947368421,0.013157894736842105,0.6447368421052632,0,2331.6831683168316
35370340,180,160,0,5,0,5,0,30,780,NA,0.8888888888888888,0.027777777777777776,0,0.027777777777777776,0,0,2314.0857392825897
35370341,175,115,0,60,0,0,0,20,680,596,0.6571428571428571,0.34285714285714286,0,0,0,0,2360.163710777626
35370342,155,80,0,70,0,0,5,25,980,735,0.5161290322580645,0.45161290322580644,0,0,0.03225806451612903,0,3418.1568088033014
35370343,205,150,0,25,10,5,20,30,970,920,0.7317073170731707,0.12195121951219512,0.04878048780487805,0.024390243902439025,0.0975609756097561,0,3512.027491408935
35370344,320,180,0,5,140,0,0,80,950,628,0.5625,0.015625,0.4375,0,0,0,2909.423604757548
35370345,185,115,0,25,0,5,35,35,680,830,0.6216216216216216,0.13513513513513514,0,0.02702702702702703,0.1891891891891892,0,3536.1216730038022
35370346,205,130,0,25,10,10,20,85,900,1090,0.6341463414634146,0.12195121951219512,0.04878048780487805,0.04878048780487805,0.0975609756097561,0,966.7359667359667
35370347,160,125,0,20,20,0,0,30,564,552,0.78125,0.125,0.125,0,0,0,3416.974169741697
35370348,265,155,45,0,0,10,50,85,730,655,0.5849056603773585,0,0,0.03773584905660377,0.18867924528301888,0.16981132075471697,3808.4795321637425
35370349,185,160,0,0,10,5,10,40,930,1090,0.8648648648648649,0,0.05405405405405406,0.02702702702702703,0.05405405405405406,0,4114.08815903198
35370350,265,185,0,10,0,10,55,65,810,930,0.6981132075471698,0.03773584905660377,0,0.03773584905660377,0.20754716981132076,0,2303.7417461482023
35370351,245,190,5,5,0,25,20,60,665,1000,0.7755102040816326,0.02040816326530612,0,0.10204081632653061,0.08163265306122448,0.02040816326530612,933.3790032539819
35370352,135,35,35,0,0,20,40,60,584,795,0.25925925925925924,0,0,0.14814814814814814,0.2962962962962963,0.25925925925925924,4528.301886792453
35370353,235,180,0,5,0,20,25,50,508,1210,0.7659574468085106,0.02127659574468085,0,0.0851063829787234,0.10638297872340426,0,2108.272969881815
35370354,260,110,0,5,10,20,110,60,632,900,0.4230769230769231,0.019230769230769232,0.038461538461538464,0.07692307692307693,0.4230769230769231,0,3121.5161649944257
35370355,205,110,0,20,10,35,30,50,870,900,0.5365853658536586,0.0975609756097561,0.04878048780487805,0.17073170731707318,0.14634146341463414,0,3897.168405365126
35370356,205,125,30,15,0,25,10,65,404,1100,0.6097560975609756,0.07317073170731707,0,0.12195121951219512,0.04878048780487805,0.14634146341463414,6133.603238866397
35370357,150,45,0,5,60,15,15,25,464,890,0.3,0.03333333333333333,0.4,0.1,0.1,0,2887.005649717514
35370358,80,70,0,0,0,5,5,NA,900,NA,0.875,0,0,0.0625,0.0625,0,84.51094486007204
35370359,180,80,0,100,0,0,0,15,900,720,0.4444444444444444,0.5555555555555556,0,0,0,0,3440.183171150544
35370360,465,455,0,0,0,5,5,90,1140,1480,0.978494623655914,0,0,0.010752688172043012,0.010752688172043012,0,1503.441945846719
35370361,120,120,0,0,0,0,0,0,800,NA,1,0,0,0,0,0,2261.904761904762
35370362,180,180,0,0,0,0,0,20,890,NA,1,0,0,0,0,0,1205.9369202226344
35370363,105,105,0,0,0,0,0,NA,710,NA,1,0,0,0,0,0,1880.409126671912
35370364,215,185,0,0,30,0,0,35,820,NA,0.8604651162790697,0,0.13953488372093023,0,0,0,1866.432337434095
35370365,175,175,0,0,0,0,0,15,1170,NA,1,0,0,0,0,0,2733.333333333333
35370366,140,140,0,0,0,0,0,0,1090,NA,1,0,0,0,0,0,2546.201232032854
35370367,200,200,0,0,0,0,0,15,750,NA,1,0,0,0,0,0,2370.6099815157118
35370368,130,130,0,0,0,0,0,15,1080,NA,1,0,0,0,0,0,2338.0281690140846
35370369,285,280,0,0,0,0,0,50,1230,1940,0.9824561403508771,0,0,0,0,0,2086.9565217391305
35370370,160,160,0,0,0,0,0,25,785,NA,1,0,0,0,0,0,2359.882005899705
35370371,255,255,0,0,0,5,0,25,700,NA,1,0,0,0.0196078431372549,0,0,1946.955997588909
35370372,115,115,0,0,0,0,0,0,1050,NA,1,0,0,0,0,0,1796.1466749533874
35370373,430,240,160,0,30,0,0,85,735,NA,0.5581395348837209,0,0.06976744186046512,0,0,0.37209302325581395,1283.5156325621915
35370374,240,240,0,0,0,0,0,0,1290,NA,1,0,0,0,0,0,2538.6751289170966
35370375,160,160,0,0,0,0,0,20,1050,2220,1,0,0,0,0,0,1792.573623559539
35370376,355,355,0,0,0,0,0,45,1490,NA,1,0,0,0,0,0,1005.2194084670405
35370377,415,230,0,85,45,5,55,60,920,980,0.5542168674698795,0.20481927710843373,0.10843373493975904,0.012048192771084338,0.13253012048192772,0,1459.8078867542972
35370381,155,155,0,0,0,0,0,15,960,NA,1,0,0,0,0,0,1924.2902208201892
35370383,320,215,0,60,50,0,0,65,1090,1780,0.671875,0.1875,0.15625,0,0,0,1120.4013377926422
35370384,175,175,0,0,0,0,0,20,1010,NA,1,0,0,0,0,0,1904.047976011994
35370385,180,175,0,0,0,0,0,0,850,NA,0.9722222222222222,0,0,0,0,0,2892.924232936756
35370386,235,230,0,0,0,0,0,0,740,NA,0.9787234042553191,0,0,0,0,0,2663.0963972736126
35370387,170,170,0,0,0,0,0,15,760,NA,1,0,0,0,0,0,2495.4462659380692
35370388,310,180,0,0,0,0,130,70,840,1700,0.5806451612903226,0,0,0,0.41935483870967744,0,2131.1475409836066
35370389,145,145,0,0,0,0,0,0,1450,NA,1,0,0,0,0,0,3253.012048192771
35370390,180,155,0,0,0,5,20,20,655,850,0.8611111111111112,0,0,0.027777777777777776,0.1111111111111111,0,1894.1751889728769
35370391,225,120,0,0,105,0,0,20,1130,1310,0.5333333333333333,0,0.4666666666666667,0,0,0,3036.701860231272
35370392,140,140,0,0,0,0,0,15,920,NA,1,0,0,0,0,0,2128.5140562248994
35370393,165,165,0,0,0,5,0,0,810,NA,1,0,0,0.030303030303030304,0,0,2768.2119205298013
35370394,180,180,0,0,0,0,0,25,980,NA,1,0,0,0,0,0,2651.1852926947267
35370395,270,265,0,0,0,5,0,35,960,NA,0.9814814814814815,0,0,0.018518518518518517,0,0,2251.294630689561
35370396,300,220,0,30,45,5,0,30,980,1600,0.7333333333333333,0.1,0.15,0.016666666666666666,0,0,206.97522816166884
35370397,145,145,0,0,0,0,0,0,735,NA,1,0,0,0,0,0,3904.170363797693
35370398,310,290,0,0,0,0,20,55,1090,1550,0.9354838709677419,0,0,0,0.06451612903225806,0,2336.528221512247
35370413,280,165,0,0,110,0,5,30,1140,NA,0.5892857142857143,0,0.39285714285714285,0,0.017857142857142856,0,67.50340377332586
35370414,175,75,0,0,0,10,90,40,596,850,0.42857142857142855,0,0,0.05714285714285714,0.5142857142857142,0,315.88160407383833
35370415,195,120,0,0,70,0,5,0,710,500,0.6153846153846154,0,0.358974358974359,0,0.02564102564102564,0,2523.2403718459495
35370416,160,0,0,0,125,0,35,35,NA,685,0,0,0.78125,0,0.21875,0,4808.510638297873
35370519,170,165,0,0,0,0,5,15,1170,NA,0.9705882352941176,0,0,0,0.029411764705882353,0,749.1021036428938
35370521,270,270,0,0,0,0,0,35,1460,NA,1,0,0,0,0,0,1544.4015444015445
35370522,195,190,0,0,0,0,0,40,940,NA,0.9743589743589743,0,0,0,0,0,2080.438756855576
35370523,190,190,0,0,0,0,0,20,1500,NA,1,0,0,0,0,0,1966.3299663299665
35370524,230,180,0,0,0,5,45,35,1080,1530,0.782608695652174,0,0,0.021739130434782608,0.1956521739130435,0,2259.071400702302
35370525,405,405,0,0,0,0,0,70,1090,2360,1,0,0,0,0,0,2477.3519163763067
35370543,205,170,0,5,15,15,0,30,860,1210,0.8292682926829268,0.024390243902439025,0.07317073170731707,0.07317073170731707,0,0,2489.2292963140258
35370544,205,170,0,5,5,10,5,35,930,1250,0.8292682926829268,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0,1913.8576779026216
35370545,195,165,0,0,0,10,15,30,970,970,0.8461538461538461,0,0,0.05128205128205128,0.07692307692307693,0,3299.2700729927005
35370546,200,175,0,5,0,15,10,40,1040,1050,0.875,0.025,0,0.075,0.05,0,2598.9960959286113
35370547,125,100,0,25,0,0,0,15,1040,NA,0.8,0.2,0,0,0,0,4159.29203539823
35370548,175,170,0,0,0,0,0,30,795,NA,0.9714285714285714,0,0,0,0,0,2439.8625429553267
35370553,445,155,290,0,0,5,0,90,1280,690,0.34831460674157305,0,0,0.011235955056179775,0,0.651685393258427,1227.815424330429
35370554,1160,130,1025,0,0,0,0,395,910,1140,0.11206896551724138,0,0,0,0,0.8836206896551724,7470.967741935484
35370555,460,460,0,0,0,5,0,35,880,NA,1,0,0,0.010869565217391304,0,0,133.1285904273551
35370556,260,245,0,0,0,0,10,15,930,NA,0.9423076923076923,0,0,0,0.038461538461538464,0,66.99727732399845
35370557,230,220,0,0,5,0,5,30,680,920,0.9565217391304348,0,0.021739130434782608,0,0.021739130434782608,0,10.58138634595603
35370558,245,240,0,5,0,0,0,20,980,NA,0.9795918367346939,0.02040816326530612,0,0,0,0,57.06694607641358
35370559,245,240,0,0,0,0,5,0,920,NA,0.9795918367346939,0,0,0,0.02040816326530612,0,247.87110702434734
35370560,650,625,0,5,20,0,0,110,1600,1300,0.9615384615384616,0.007692307692307693,0.03076923076923077,0,0,0,472.5761772853186
35370561,265,255,0,0,0,0,5,25,750,NA,0.9622641509433962,0,0,0,0.018867924528301886,0,29.539530842745435
35370562,205,200,0,0,0,0,0,20,900,NA,0.975609756097561,0,0,0,0,0,22.496386753524224
35370563,260,260,0,0,0,0,0,25,1450,NA,1,0,0,0,0,0,38.44110385348626
35370564,620,455,0,5,155,0,0,75,1530,950,0.7338709677419355,0.008064516129032258,0.25,0,0,0,1575.1940783534935
35370565,255,215,0,15,15,0,0,40,1070,1100,0.8431372549019608,0.058823529411764705,0.058823529411764705,0,0,0,1798.2212340188994
35370566,185,180,0,0,0,0,0,0,700,NA,0.972972972972973,0,0,0,0,0,1977.6714513556617
35370567,140,140,0,0,0,0,0,0,1510,NA,1,0,0,0,0,0,2828.070175438597
35370568,280,130,0,70,10,0,65,50,1070,850,0.4642857142857143,0.25,0.03571428571428571,0,0.23214285714285715,0,1180.960032134967
35370569,195,135,0,15,0,15,25,35,636,990,0.6923076923076923,0.07692307692307693,0,0.07692307692307693,0.1282051282051282,0,1832.7402135231316
35370570,185,170,0,0,0,5,5,25,1260,NA,0.918918918918919,0,0,0.02702702702702703,0.02702702702702703,0,1498.0435997764114
35370571,190,150,0,5,10,0,20,0,1290,NA,0.7894736842105263,0.02631578947368421,0.05263157894736842,0,0.10526315789473684,0,1823.1292517006802
35370572,155,155,0,0,0,0,0,0,1390,NA,1,0,0,0,0,0,1671.1349419124217
35370573,170,170,0,0,0,0,0,35,1550,NA,1,0,0,0,0,0,2870.915907873594
35370574,445,435,0,5,0,0,0,65,1740,NA,0.9775280898876404,0.011235955056179775,0,0,0,0,1790.536431091108
35370575,140,125,0,5,0,0,10,15,1350,NA,0.8928571428571429,0.03571428571428571,0,0,0.07142857142857142,0,2200.817279626386
35370576,210,190,0,5,0,0,15,25,1550,800,0.9047619047619048,0.023809523809523808,0,0,0.07142857142857142,0,803.4353788613381
35370577,245,235,0,0,0,0,10,20,1460,1050,0.9591836734693877,0,0,0,0.04081632653061224,0,1081.507449605609
35370578,1020,1015,0,0,0,0,0,130,1880,1030,0.9950980392156863,0,0,0,0,0,1853.3527854325391
35370579,1085,985,0,20,80,0,0,135,1900,NA,0.9078341013824884,0.018433179723502304,0.07373271889400922,0,0,0,1291.7650425699364
35370580,240,180,0,35,25,0,0,15,1480,NA,0.75,0.14583333333333334,0.10416666666666667,0,0,0,2248.0395004356665
35370581,260,255,0,0,0,0,0,15,1740,NA,0.9807692307692307,0,0,0,0,0,194.81915408179717
35370582,235,195,0,0,5,0,5,15,1290,950,0.8297872340425532,0,0.02127659574468085,0,0.02127659574468085,0,982.8095155408926
35370583,305,300,0,0,0,0,0,20,1680,NA,0.9836065573770492,0,0,0,0,0,297.3267064670764
35370584,200,200,0,0,0,0,0,0,940,NA,1,0,0,0,0,0,2396.3828183873397
35370585,205,205,0,0,0,0,0,30,1490,NA,1,0,0,0,0,0,684.2307200409259
35370586,390,385,0,0,0,0,0,25,1350,NA,0.9871794871794872,0,0,0,0,0,573.5307558724065
35370587,235,230,0,0,0,5,0,50,1580,NA,0.9787234042553191,0,0,0.02127659574468085,0,0,1901.5047879616964
35370588,290,80,0,0,0,0,0,45,650,620,0.27586206896551724,0,0,0,0,0,243.63856673013674
35370589,610,565,0,0,35,0,5,55,1210,NA,0.9262295081967213,0,0.05737704918032787,0,0.00819672131147541,0,316.5445189458911
35370590,250,250,0,0,0,0,0,0,1410,NA,1,0,0,0,0,0,920.0640472964651
35370591,170,150,0,15,5,0,0,0,1180,NA,0.8823529411764706,0.08823529411764706,0.029411764705882353,0,0,0,583.3333333333333
35370592,230,230,0,0,0,0,0,25,1050,NA,1,0,0,0,0,0,1718.5269768769626
35370593,205,140,0,0,65,0,0,20,1310,NA,0.6829268292682927,0,0.3170731707317073,0,0,0,1342.5704730052555
35370594,230,230,0,0,0,0,0,30,1410,NA,1,0,0,0,0,0,1849.0441661173368
35370595,565,210,220,0,100,0,30,100,920,1500,0.37168141592920356,0,0.17699115044247787,0,0.05309734513274336,0.3893805309734513,1821.1407315561066
35370596,150,145,0,0,0,0,0,0,1680,NA,0.9666666666666667,0,0,0,0,0,2185.8190709046457
35370597,165,160,0,0,0,0,0,0,1360,NA,0.9696969696969697,0,0,0,0,0,2365.7548125633234
35370598,200,200,0,0,0,0,0,15,950,NA,1,0,0,0,0,0,2410.233393177738
35370599,190,185,0,0,0,0,0,0,990,NA,0.9736842105263158,0,0,0,0,0,2281.6399286987526
35370600,245,245,0,0,0,0,0,15,920,NA,1,0,0,0,0,0,2158.4424303457536
35370601,210,165,0,45,0,0,0,20,1090,NA,0.7857142857142857,0.21428571428571427,0,0,0,0,3729.6620775969964
35370602,185,185,0,0,0,0,0,0,720,NA,1,0,0,0,0,0,1774.876499647142
35370603,195,195,0,0,0,0,0,0,1280,NA,1,0,0,0,0,0,2169.101372288623
35370604,225,220,0,0,0,5,0,30,900,NA,0.9777777777777777,0,0,0.022222222222222223,0,0,2425.1370729649934
35370605,310,305,0,0,0,0,0,0,715,NA,0.9838709677419355,0,0,0,0,0,2774.2790851839572
35370606,240,225,0,0,10,0,5,30,830,NA,0.9375,0,0.041666666666666664,0,0.020833333333333332,0,2090.245520902455
35370607,355,355,0,5,0,0,0,35,1210,NA,1,0.014084507042253521,0,0,0,0,1604.1275797373357
35370608,160,155,0,0,0,5,0,25,695,NA,0.96875,0,0,0.03125,0,0,1784.654514624841
35370609,295,260,0,10,0,20,5,45,1020,1030,0.8813559322033898,0.03389830508474576,0,0.06779661016949153,0.01694915254237288,0,2036.685641998735
35370610,265,115,50,60,0,10,20,40,695,990,0.4339622641509434,0.22641509433962265,0,0.03773584905660377,0.07547169811320754,0.18867924528301888,1076.3509078976153
35370611,200,175,0,0,0,5,20,25,1370,1400,0.875,0,0,0.025,0.1,0,2830.96926713948
35370612,300,180,0,60,45,5,0,65,1430,1030,0.6,0.2,0.15,0.016666666666666666,0,0,2492.0589084608723
35370613,140,135,0,5,0,0,0,0,636,NA,0.9642857142857143,0.03571428571428571,0,0,0,0,1253.389575173245
35370614,175,115,0,60,0,0,0,25,1120,NA,0.6571428571428571,0.34285714285714286,0,0,0,0,1508.4134615384617
35370615,200,50,0,135,5,5,0,30,1360,NA,0.25,0.675,0.025,0.025,0,0,2261.3531047265988
35370616,335,335,0,0,0,0,0,30,980,NA,1,0,0,0,0,0,477.20595204246047
35370617,325,325,0,0,0,0,0,25,870,NA,1,0,0,0,0,0,783.0355705778207
35370618,325,325,0,5,0,0,0,25,930,NA,1,0.015384615384615385,0,0,0,0,1414.8264984227128
35370619,360,360,0,0,0,0,0,20,1410,NA,1,0,0,0,0,0,366.33217547922294
35370620,215,215,0,0,0,0,0,35,628,NA,1,0,0,0,0,0,50.299669523329406
35370621,200,200,0,0,0,0,0,15,1030,NA,1,0,0,0,0,0,23.45617940473246
35370622,285,285,0,0,0,0,0,30,1530,NA,1,0,0,0,0,0,31.638517154579365
35370623,220,220,0,0,0,0,0,0,1210,NA,1,0,0,0,0,0,36.67165371159882
35370624,170,170,0,0,0,0,0,20,1350,NA,1,0,0,0,0,0,26.396902763409095
35370625,180,170,0,0,0,0,10,20,655,NA,0.9444444444444444,0,0,0,0.05555555555555555,0,53.51333594718605
35370626,185,180,0,0,0,0,0,15,1310,NA,0.972972972972973,0,0,0,0,0,32.48487558851663
35370627,185,185,0,0,0,0,0,15,1020,NA,1,0,0,0,0,0,11.928438705099117
35370628,150,145,0,0,0,0,0,20,1410,NA,0.9666666666666667,0,0,0,0,0,19.765021176808407
35370629,165,165,0,0,0,0,0,0,870,NA,1,0,0,0,0,0,19.52585940557352
35370630,185,190,0,0,0,0,0,15,910,NA,1.027027027027027,0,0,0,0,0,109.3210586881473
35370631,275,265,0,0,0,0,10,15,950,900,0.9636363636363636,0,0,0,0.03636363636363636,0,109.23437653566965
35370632,295,295,0,0,0,0,0,25,1280,NA,1,0,0,0,0,0,282.3477100933748
35370633,210,210,0,0,0,0,0,30,1430,1200,1,0,0,0,0,0,13.543110996460436
35370634,130,110,0,0,0,0,15,25,645,1000,0.8461538461538461,0,0,0,0.11538461538461539,0,19.44092799751983
35370635,130,105,0,0,15,0,15,0,1090,1000,0.8076923076923077,0,0.11538461538461539,0,0.11538461538461539,0,32.014033548952966
35370636,195,190,0,0,0,0,0,0,720,NA,0.9743589743589743,0,0,0,0,0,16.97762139542292
35370637,195,190,0,0,0,0,0,0,1170,NA,0.9743589743589743,0,0,0,0,0,2148.486105350477
35370638,380,265,45,0,50,0,15,75,1460,1000,0.6973684210526315,0,0.13157894736842105,0,0.039473684210526314,0.11842105263157894,1862.0689655172414
35370639,305,95,0,15,40,10,145,35,1100,520,0.3114754098360656,0.04918032786885246,0.13114754098360656,0.03278688524590164,0.47540983606557374,0,2752.5773195876286
35370640,155,125,0,5,0,0,25,15,1290,1020,0.8064516129032258,0.03225806451612903,0,0,0.16129032258064516,0,3382.5265643447465
35370641,265,200,0,0,55,0,5,0,1140,NA,0.7547169811320755,0,0.20754716981132076,0,0.018867924528301886,0,2163.3941093969142
35370642,190,155,0,5,5,5,25,25,960,1090,0.8157894736842105,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.13157894736842105,0,1203.9877300613498
35370643,260,205,0,0,45,10,10,40,1030,NA,0.7884615384615384,0,0.17307692307692307,0.038461538461538464,0.038461538461538464,0,854.1919805589308
35370644,175,170,0,0,0,0,0,0,1220,NA,0.9714285714285714,0,0,0,0,0,185.21229868228403
35370645,135,135,0,0,0,0,0,0,725,1220,1,0,0,0,0,0,3014.6491904394757
35370646,225,225,0,0,0,0,0,45,1510,1280,1,0,0,0,0,0,2299.2700729927005
35370647,235,195,20,5,0,5,15,30,1100,1300,0.8297872340425532,0.02127659574468085,0,0.02127659574468085,0.06382978723404255,0.0851063829787234,2310.996563573883
35370648,280,225,0,0,0,10,45,30,1210,800,0.8035714285714286,0,0,0.03571428571428571,0.16071428571428573,0,1853.917662682603
35370649,505,135,0,0,0,0,0,55,576,NA,0.26732673267326734,0,0,0,0,0,714.4882336263113
35370650,310,305,0,0,5,0,5,20,1100,705,0.9838709677419355,0,0.016129032258064516,0,0.016129032258064516,0,58.3506753172563
35370651,185,185,0,0,0,0,0,15,1490,NA,1,0,0,0,0,0,31.310139296939568
35370652,200,200,0,5,0,0,0,15,1150,NA,1,0.025,0,0,0,0,23.005760322613593
35370653,210,205,0,5,0,0,0,20,1160,NA,0.9761904761904762,0.023809523809523808,0,0,0,0,60.250448729387315
35370654,315,310,0,0,0,5,0,25,1440,NA,0.9841269841269841,0,0,0.015873015873015872,0,0,43.422895087358086
35370655,245,245,0,0,0,5,0,20,970,715,1,0,0,0.02040816326530612,0,0,36.37371118719202
35370656,275,275,0,0,0,0,5,70,1000,1090,1,0,0,0,0.01818181818181818,0,536.0945876477932
35370658,235,235,0,0,0,0,0,55,1980,2240,1,0,0,0,0,0,6123.595505617977
35370659,415,415,0,0,0,0,0,85,1660,1960,1,0,0,0,0,0,4828.908554572271
35370660,375,5,0,260,115,0,0,105,1260,1840,0.013333333333333334,0.6933333333333334,0.30666666666666664,0,0,0,3429.2565947242206
35370661,185,100,0,80,0,0,0,40,1140,1820,0.5405405405405406,0.43243243243243246,0,0,0,0,4459.876543209877
35370662,160,155,0,0,0,0,0,20,1240,NA,0.96875,0,0,0,0,0,2480.0796812749004
35370663,160,140,0,15,5,0,0,35,1250,NA,0.875,0.09375,0.03125,0,0,0,1489.7760467380722
35370664,310,240,0,70,0,0,0,35,1120,NA,0.7741935483870968,0.22580645161290322,0,0,0,0,1993.939393939394
35370665,215,215,0,0,0,0,0,25,990,NA,1,0,0,0,0,0,1905.4441260744986
35370666,290,180,0,25,80,0,0,30,1220,2160,0.6206896551724138,0.08620689655172414,0.27586206896551724,0,0,0,3728.9562289562286
35370667,390,280,0,90,20,0,0,45,1210,2040,0.717948717948718,0.23076923076923078,0.05128205128205128,0,0,0,2339.5788426463273
35370668,190,185,0,0,0,5,0,25,820,1000,0.9736842105263158,0,0,0.02631578947368421,0,0,19.38511502870862
35370670,115,115,0,0,0,0,0,0,1180,NA,1,0,0,0,0,0,3995.535714285714
35370671,805,435,0,250,80,0,45,75,1360,1400,0.5403726708074534,0.3105590062111801,0.09937888198757763,0,0.055900621118012424,0,1829.1900561347231
35370672,140,140,0,0,0,0,0,0,1390,NA,1,0,0,0,0,0,3534.923339011925
35370673,125,10,0,110,0,0,0,0,1280,NA,0.08,0.88,0,0,0,0,3008.130081300813
35370674,215,180,0,35,0,0,0,30,1210,NA,0.8372093023255814,0.16279069767441862,0,0,0,0,1084.688554771402
35370675,190,185,0,0,0,0,0,25,1210,NA,0.9736842105263158,0,0,0,0,0,1628.5714285714284
35370676,195,190,0,0,0,0,0,0,980,NA,0.9743589743589743,0,0,0,0,0,2620.247366010078
35370677,130,125,0,0,0,0,0,20,1190,NA,0.9615384615384616,0,0,0,0,0,547.5777181631687
35370678,350,350,0,0,0,0,0,25,1110,NA,1,0,0,0,0,0,1783.2462497893139
35370681,125,120,0,0,0,0,0,15,1600,NA,0.96,0,0,0,0,0,1907.6610857432775
35370682,200,195,0,5,0,0,0,0,890,NA,0.975,0.025,0,0,0,0,1176.7084512737565
35370683,320,320,0,0,0,0,0,30,1480,NA,1,0,0,0,0,0,2176.998538927155
35370684,260,250,0,0,0,0,10,40,1720,NA,0.9615384615384616,0,0,0,0.038461538461538464,0,1131.9454019026612
35370685,165,160,0,5,0,0,0,20,1550,NA,0.9696969696969697,0.030303030303030304,0,0,0,0,846.6098555020379
35370686,215,215,0,0,0,0,0,20,760,NA,1,0,0,0,0,0,941.0373373880724
35370687,155,150,0,0,0,0,0,20,1310,NA,0.967741935483871,0,0,0,0,0,958.2689335394126
